QC,Received,Location,Source,m.Body,v.Sperm,l.Sperm,t.Sperm,w.Head,w.Thorax,d.Spermatheca,f.Spermatheca,pheno_id,date,year,loc.fix,gc_id,loc.year
QC 3827,2024-09-05T15:34:47Z,GA,NA,228.8,0.80666667,7396666.67,9190000,3.88679245,4.9245283,1.30479409,NA,QC3827,2024-09-05,2024,GA,QC3827,GA2024
QC 3828,2024-09-05T15:36:44Z,GA,NA,212.5,0.79733333,7646666.67,9586666.67,3.89937107,5.01257862,1.26347605,NA,QC3828,2024-09-05,2024,GA,QC3828,GA2024
QC 3829,2024-09-05T15:38:41Z,GA,NA,218.8,0.88066667,12400000,1.4e+07,3.94339623,4.98113208,1.29578879,NA,QC3829,2024-09-05,2024,GA,QC3829,GA2024
QC 3831,2024-09-05T15:42:24Z,GA,NA,237.3,0.899,8146666.67,9060000,3.86792453,4.98742138,1.28887143,NA,QC3831,2024-09-05,2024,GA,QC3831,GA2024
QC 3833,2024-09-05T15:45:56Z,GA,NA,219.4,0.892,10193333.3,11413333.3,3.89308176,4.81132075,1.27693718,NA,QC3833,2024-09-05,2024,GA,QC3833,GA2024
QC 3835,2024-09-05T15:50:19Z,GA,NA,241.8,0.883,11800000,13366666.7,4.02515723,5.18867925,1.36832501,NA,QC3835,2024-09-05,2024,GA,QC3835,GA2024
QC 3838,2024-09-05T15:57:28Z,GA,NA,218.2,0.79466667,7460000,9353333.33,4,5.18238994,1.31781413,NA,QC3838,2024-09-05,2024,GA,QC3838,GA2024
QC 3840,2024-09-05T16:01:18Z,GA,NA,234.7,0.801,5543333.33,7053333.33,4.06918239,5.14465409,1.28601574,NA,QC3840,2024-09-05,2024,GA,QC3840,GA2024
QC 3841,2024-09-05T16:03:08Z,GA,NA,190.5,0.88033333,7260000,8246666.67,3.82389937,4.83647799,1.29903014,NA,QC3841,2024-09-05,2024,GA,QC3841,GA2024
QC 3859,2024-10-08T14:28:10Z,GA,NA,260.3,0.89466667,7923333.33,8823333.33,NA,NA,NA,NA,QC3859,2024-10-08,2024,GA,QC3859,GA2024
QC 3860,2024-10-08T14:30:37Z,GA,NA,224.1,0.87733333,6673333.33,7610000,NA,NA,NA,NA,QC3860,2024-10-08,2024,GA,QC3860,GA2024
QC 3863,2024-10-08T14:38:12Z,GA,NA,211,0.87266667,6260000,7126666.67,NA,NA,NA,NA,QC3863,2024-10-08,2024,GA,QC3863,GA2024
QC 3864,2024-10-08T14:40:43Z,GA,NA,218.4,0.89666667,5320000,5933333.33,NA,NA,NA,NA,QC3864,2024-10-08,2024,GA,QC3864,GA2024
QC 3866,2024-10-08T14:44:49Z,GA,NA,257.7,0.879,3893333.33,4396666.67,NA,NA,NA,NA,QC3866,2024-10-08,2024,GA,QC3866,GA2024
QC 3869,2024-10-08T14:53:28Z,GA,NA,197,0.84325,5442500,6462500,NA,NA,NA,NA,QC3869,2024-10-08,2024,GA,QC3869,GA2024
QC 3871,2024-10-08T14:57:39Z,GA,NA,202.5,0.824,4203333.33,5103333.33,NA,NA,NA,NA,QC3871,2024-10-08,2024,GA,QC3871,GA2024
QC 3872,2024-10-08T14:59:31Z,GA,NA,203.8,0.85633333,6900000,8050000,NA,NA,NA,NA,QC3872,2024-10-08,2024,GA,QC3872,GA2024
QC 3875,2024-10-08T15:06:03Z,GA,NA,184.8,0.79766667,2846666.67,3640000,NA,NA,NA,NA,QC3875,2024-10-08,2024,GA,QC3875,GA2024
QC 3876,2024-10-08T15:08:27Z,GA,NA,217.3,0.91166667,7403333.33,8103333.33,NA,NA,NA,NA,QC3876,2024-10-08,2024,GA,QC3876,GA2024
QC 3879,2024-10-08T15:17:32Z,GA,NA,211.1,0.89766667,7283333.33,8093333.33,NA,NA,NA,NA,QC3879,2024-10-08,2024,GA,QC3879,GA2024
QC 3880,2024-10-08T15:21:31Z,GA,NA,200.6,0.84133333,5156666.67,6110000,NA,NA,NA,NA,QC3880,2024-10-08,2024,GA,QC3880,GA2024
QC 3881,2024-10-08T15:23:49Z,GA,NA,187.1,0.85766667,4033333.33,4710000,NA,NA,NA,NA,QC3881,2024-10-08,2024,GA,QC3881,GA2024
QC 3882,2024-10-08T15:26:17Z,GA,NA,219.9,0.92566667,6670000,7180000,NA,NA,NA,NA,QC3882,2024-10-08,2024,GA,QC3882,GA2024
QC 3885,2024-10-08T15:32:46Z,GA,NA,209.8,0.879,6020000,6856666.67,NA,NA,NA,NA,QC3885,2024-10-08,2024,GA,QC3885,GA2024
QC 3886,2024-10-08T15:35:46Z,GA,NA,207.3,0.87066667,6396666.67,7370000,NA,NA,NA,NA,QC3886,2024-10-08,2024,GA,QC3886,GA2024
QC 3892,2025-03-27T13:55:00Z,GA,NA,242.3,0.896,7623333.33,8526666.67,3.77639752,5.08074534,1.2483317,NA,QC3892,2025-03-27,2025,GA,QC3892,GA2025
QC 3893,2025-03-27T13:56:51Z,GA,NA,219.4,0.88133333,5530000,6230000,3.85714286,4.69565217,1.27969204,NA,QC3893,2025-03-27,2025,GA,QC3893,GA2025
QC 3894,2025-03-27T13:59:12Z,GA,NA,223.2,0.8565,11672500,13650000,4.0621118,5.0621118,1.27293778,NA,QC3894,2025-03-27,2025,GA,QC3894,GA2025
QC 3897,2025-03-27T14:07:05Z,GA,NA,263.4,0.91633333,9410000,10263333.3,3.95031056,4.95031056,1.29823167,NA,QC3897,2025-03-27,2025,GA,NA,GA2025
QC 3918,2025-07-09T14:23:35Z,NCA,NA,170.1,0.858,3326666.67,3850000,3.51461988,4.5497076,1.09925454,NA,QC3918,2025-07-09,2025,CA,QC3918,CA2025
QC 3919,2025-07-09T14:25:45Z,NCA,NA,175.5,0.70866667,1693333.33,2386666.67,3.66666667,4.61988304,1.22216919,NA,QC3919,2025-07-09,2025,CA,QC3919,CA2025
QC 3920,2025-07-09T14:27:52Z,NCA,NA,166.6,0.84966667,4836666.67,5716666.67,3.47368421,4.76023392,1.11705437,NA,QC3920,2025-07-09,2025,CA,QC3920B,CA2025
QC 3921,2025-07-09T14:30:02Z,NCA,NA,168.8,0.62533333,985666.667,1543333.33,3.46783626,4.52631579,1.12807041,NA,QC3921,2025-07-09,2025,CA,QC3921,CA2025
QC 3922,2025-07-09T14:32:17Z,NCA,NA,175.2,0.68266667,1149666.67,1706666.67,3.58479532,4.96491228,1.1715635,NA,QC3922,2025-07-09,2025,CA,QC3922,CA2025
QC 3923,2025-08-11T16:51:58Z,NC,NA,238.1,0.70566667,4980000,7100000,3.86335404,5.14906832,1.25118121,NA,QC3923,2025-08-11,2025,NC,QC3923,NC2025
QC 3924,2025-08-11T16:54:29Z,NC,NA,193.9,0.805,5470000,7033333.33,3.8136646,4.68944099,1.12683274,NA,QC3924,2025-08-11,2025,NC,QC3924,NC2025
QC 3927,2025-08-11T17:01:01Z,NC,NA,231,0.90466667,9916666.67,10900000,3.76397516,5.02484472,1.251456,NA,QC3927,2025-08-11,2025,NC,QC3927,NC2025
QC 3928,2025-08-11T17:03:17Z,NC,NA,203.2,0.859,2880000,3356666.67,3.68944099,4.83229814,1.1981369,NA,QC3928,2025-08-11,2025,NC,QC3928,NC2025
QC 0157,42515,FL,NA,177.8,0.878,7174138,8171000,3.26,4.49,1.23009395,NA,QC0157,2016-05-25,2016,FL,QC0197,FL2016
QC 0183,42515,OR,NA,227,0.803,5047390.33,6285666.67,3.65,4.59,1.16848914,NA,QC0183,2016-05-25,2016,OR,QC0183,OR2016
QC 0244,42551,OR,NA,204,0.83833333,8048000,9600000,3.84916201,4.94972067,1.25844725,NA,QC0244,2016-06-30,2016,OR,QC0244,OR2016
QC 0252,42551,OR,NA,208.3,0.753,4507960,5986666.67,3.97206704,4.96089385,1.23472508,NA,QC0252,2016-06-30,2016,OR,QC0252,OR2016
QC 0260,42551,OR,NA,225,0.888,5130272,5777333.33,3.92178771,5.06145251,1.19551197,NA,QC0260,2016-06-30,2016,OR,QC0260,OR2016
QC 0292,42585,USA,NA,155.7,0.92466667,5986908.44,6474666.67,3.68,4.78,1.1346065,NA,QC0292,2016-08-03,2016,USA,QC0292,USA2016
QC 0731,42949,GA,NA,223,NA,NA,719000,3.84764543,4.96398892,1.28399875,NA,QC0731,2017-08-02,2017,GA,NA,GA2017
QC 592,42835,Georgia,NA,226.8,0.951333333333333,6242363.93333333,6561700,3.93575418994413,5.1536312849162,1.29050202833722,0.49958518524936,QC592,2017-04-10,2017,GA,NA,GA2017
QC 734,42962,Hawaii,NA,173.9,0.609666666666667,3820000,5956666.66666667,3.79472140762463,4.6891495601173,1.17803320423692,0.670128930406437,QC734,2017-08-15,2017,HI,NA,HI2017
QC 1683,44019,Georgia,NA,201.7,0.840333333333333,8623333.33333333,10240000,3.83286908077994,4.87743732590529,1.27020839278455,0.918972864159454,QC1683,2020-07-07,2020,GA,QC1683,GA2020
QC 2179,44251,Hawaii,NA,202.8,0.888,9856666.66666667,11123333.3333333,3.84357541899441,5.08100558659218,1.22353706788444,1.11689211093879,QC2179,2021-02-24,2021,HI,QC2179,HI2021
QC 2180,44251,Hawaii,NA,170.8,0.872666666666667,7660000,8780000,3.92458100558659,5.01675977653631,1.23185559090153,0.863858844156847,QC2180,2021-02-24,2021,HI,QC2180,HI2021
QC 2324,44363,Hawaii,NA,226.8,0.766333333333333,6843333.33333333,8783333.33333333,4.10734463276836,5.17796610169492,1.31038915192063,0.717936712922472,QC2324,2021-06-16,2021,HI,QC2324,HI2021
QC 2423,44491,Georgia,NA,250.9,0.915666666666667,7006666.66666667,7650000,3.79888268156425,4.8854748603352,1.31826189283484,0.614163504582918,QC2423,2021-10-22,2021,GA,QC2410,GA2021
QC 2458,44594,Oregon,NA,184.7,0.897333333333333,4096666.66666667,4560000,3.82386363636364,4.96875,1.23281094899271,0.447613379013847,QC2458,2022-02-02,2022,OR,QC2445,OR2022
QC 2461,44594,Oregon,NA,186.5,0.833333333333333,4260000,5010000,3.83238636363636,5.05681818181818,1.28359470892524,0.435694056917165,QC2461,2022-02-02,2022,OR,QC2448,OR2022
QC 3368,45393,Hawaii,NA,217.7,0.692,3810000,5503333.33333333,3.69620253164557,4.84177215189873,1.30994114817866,0.450296042191464,QC3368,2024-04-11,2024,HI,QC3368,HI2024
QC 3379,45393,Hawaii,NA,200.8,0.822333333333333,5883333.33333333,6990000,3.84810126582279,5.07594936708861,1.21262865166787,0.720976923420365,QC3379,2024-04-11,2024,HI,QC3379,HI2024
QC 3382,45393,Hawaii,NA,209.1,0.718,3350000,4690000,3.68354430379747,4.78481012658228,1.09804896890642,0.651531446690608,QC3382,2024-04-11,2024,HI,QC3382,HI2024
