QC,Received,Location,Source,m.Body,v.Sperm,l.Sperm,t.Sperm,w.Head,w.Thorax,d.Spermatheca,f.Spermatheca,pheno_id,date,year,loc.fix,gc_id,loc.year
QC 2467,44617,Hawaii,A,210.5,0.898333333333333,6956666.66666667,7666666.66666667,3.80397727272727,4.83806818181818,1.2570047114093,0.709943078877831,QC2467,2022-02-25,2022,HI,QC2467,HI2022
QC 2471,44617,Hawaii,A,176.8,0.838666666666667,2490000,2933333.33333333,3.85227272727273,5.02840909090909,1.26131780052224,0.268853384357689,QC2471,2022-02-25,2022,HI,QC2471,HI2022
QC 2491,44636,Georgia,B,218.6,0.823666666666667,7503333.33333333,9050000,3.97443181818182,5.06534090909091,1.28247342747099,0.789098318260634,QC2491,2022-03-16,2022,GA,QC2491,GA2022
QC 2493,44636,Georgia,B,217.8,0.863333333333333,4413333.33333333,5100000,3.94318181818182,5.04545454545455,1.25250859415047,0.477370631903048,QC2493,2022-03-16,2022,GA,QC2493,GA2022
QC 2519,44663,Southern California,C,240.2,0.856333333333333,4930000,5723333.33333333,3.83806818181818,5.04829545454545,1.28705249738605,0.493728185290177,QC2519,2022-04-12,2022,CA,QC2519,CA2022
QC 2520,44663,Southern California,C,181.7,0.871,7870000,9083333.33333333,3.79261363636364,4.82670454545455,1.27830005673163,0.79978727887752,QC2520,2022-04-12,2022,CA,QC2520,CA2022
QC 2546,44671,Hawaii,D,199.6,0.902333333333333,4456666.66666667,4963333.33333333,3.55124653739612,4.85595567867036,1.10533310738956,0.675960895605809,QC2546,2022-04-20,2022,HI,QC2546,HI2022
QC 2547,44671,Hawaii,D,217.7,0.187333333333333,604000,3333333.33333333,3.69252077562327,4.92520775623269,1.16340032124251,0.389330898424404,QC2547,2022-04-20,2022,HI,QC2547,HI2022
QC 2573,44678,Southern California,C,243.7,0.126,244000,2469000,3.91135734072022,5.1191135734072,1.25896437639695,0.227566552491013,QC2573,2022-04-27,2022,CA,QC2573,CA2022
QC 2579,44678,Southern California,C,246.6,0.905666666666667,5640000,6243333.33333333,3.88919667590028,4.97783933518006,1.25475899399748,0.581250360728628,QC2579,2022-04-27,2022,CA,QC2579,CA2022
QC 2583,44678,Southern California,C,224.7,0.633666666666667,520000,849333.333333333,4.03047091412742,4.93905817174515,1.23314472406462,0.0833035839339075,QC2583,2022-04-27,2022,CA,QC2583,CA2022
QC 2919,45065,Hawaii,E,182.7,0.776,5500000,7113333.33333333,3.78527607361963,4.8159509202454,1.1657700973173,0.825775686172095,QC2919,2023-05-19,2023,HI,QC2919,HI2023
QC 2920,45065,Hawaii,E,186.2,0.343285714285714,3454285.71428571,4382857.14285714,3.77300613496933,4.88343558282209,1.12901603383319,0.560124605625921,QC2920,2023-05-19,2023,HI,QC2920,HI2023
QC 2971,45083,Minnesota,F,190.7,0.833333333333333,3353333.33333333,3986666.66666667,3.69886363636364,4.73863636363636,1.30392813494792,0.330732307595155,QC2971,2023-06-06,2023,MN,QC2971,MN2023
QC 2982,45083,Minnesota,F,182.5,0.575,522666.666666667,911333.333333333,3.96022727272727,4.78977272727273,1.18439839597688,0.100881490139925,QC2982,2023-06-06,2023,MN,QC2982,MN2023
QC 2983,45085,Hawaii,D,186.4,0.793,7753333.33333333,9733333.33333333,3.92592592592593,5.19753086419753,1.21526083635118,0.997426160197607,QC2983,2023-06-08,2023,HI,QC2983,HI2023
QC 2990,45085,Hawaii,D,143.3,0.811333333333333,3600000,4436666.66666667,3.87037037037037,4.77160493827161,1.21611885309033,0.453687069672615,QC2990,2023-06-08,2023,HI,QC2990,HI2023
QC 3013,45090,Georgia,G,237,0.86725,9455000,10927500,3.71428571428571,4.86285714285714,1.35131956411904,0.814468489257914,QC3013,2023-06-13,2023,GA,QC3013,GA2023
QC 3045,45090,Georgia,G,220.5,0.737,4170000,5666666.66666667,3.76571428571429,4.88571428571429,NA,NA,QC3045,2023-06-13,2023,GA,QC3045,GA2023
QC 3072,45113,Georgia,G,233.7,0.881666666666667,7056666.66666667,8043333.33333333,3.82208588957055,5.07361963190184,1.34349619505885,0.610034517893121,QC3072,2023-07-06,2023,GA,QC3072,GA2023
QC 3085,45118,Northern California,H,173.5,0.75,1313333.33333333,1773333.33333333,3.81437125748503,4.90419161676647,1.22720348839982,0.176468948952698,QC3085,2023-07-11,2023,CA,QC3085,CA2023
QC 3087,45118,Northern California,H,199.6,0.872666666666667,7486666.66666667,8593333.33333333,3.83233532934132,4.98802395209581,1.41284189517034,0.56041355247453,QC3087,2023-07-11,2023,CA,QC3087,CA2023
QC 3109,45191,Washington,I,179.1,0.832,3853333.33333333,4630000,3.7289156626506,4.41566265060241,1.0806472729726,0.674771560677581,QC3109,2023-09-22,2023,WA,QC3109,WA2023
QC 3113,45191,Washington,I,182.1,0.916,8730000,9550000,3.6566265060241,4.75903614457831,1.25272685438056,0.893432762688653,QC3113,2023-09-22,2023,WA,QC3113,WA2023
QC 3159,45196,West Virginia,J,210.9,0.936333333333333,6600000,7046666.66666667,3.93251533742331,5.04294478527607,1.33131328695117,0.549250667983754,QC3159,2023-09-27,2023,WV,QC3159,WV2023
QC 3162,45196,West Virginia,J,210.3,0.782666666666667,1273000,1600000,4.25153374233129,5.66871165644172,1.41981926173781,0.102813100563577,QC3162,2023-09-27,2023,WV,QC3162,WV2023
QC 3169,45216,Northern California,K,185.4,0.867,6686666.66666667,7703333.33333333,3.73888888888889,4.93333333333333,1.33901053191699,0.59013908195039,QC3169,2023-10-17,2023,CA,QC3169,CA2023
QC 3171,45216,Northern California,K,162.2,0.664333333333333,2553333.33333333,3833333.33333333,3.77401129943503,4.58757062146893,1.21165703932186,0.396337459430884,QC3171,2023-10-17,2023,CA,QC3171,CA2023
QC 3209,45232,Washington,I,185.7,0.179666666666667,1966666.66666667,8663333.33333333,3.93788819875776,4.97515527950311,1.33229139248246,0.673775202757672,QC3209,2023-11-02,2023,WA,QC3209,WA2023
QC 3223,45232,Washington,I,174,0.816666666666667,5426666.66666667,6620000,3.75,4.64024390243903,1.19813141427685,0.707900613150736,QC3223,2023-11-02,2023,WA,QC3223,WA2023
QC 3330,45386,Georgia,G,214.4,0.333333333333333,15933.3333333333,15933.3333333333,3.77987421383648,4.77987421383648,1.16013536692828,0.00187675813525187,QC3330,2024-04-04,2024,GA,QC3330,GA2024
QC 3334,45386,Georgia,G,229.1,0.702333333333333,6393333.33333333,9090000,3.86792452830189,4.86163522012579,1.17869733317347,1.02090338837161,QC3334,2024-04-04,2024,GA,QC3334,GA2024
QC 3364,45393,Hawaii,D,199.2,0.887,4400000,4986666.66666667,3.75949367088608,4.62025316455696,1.17357816871104,0.567416469942498,QC3364,2024-04-11,2024,HI,QC3364,HI2024
QC 3366,45393,Hawaii,D,207,0.796,6026666.66666667,7453333.33333333,3.72151898734177,4.87341772151899,1.19615546335057,0.800968293245204,QC3366,2024-04-11,2024,HI,QC3366,HI2024
QC 3395,45398,Northern California,H,228.1,0.598333333333333,3086666.66666667,5006666.66666667,3.87577639751553,4.77018633540373,1.29809923840037,0.420971463704626,QC3395,2024-04-16,2024,CA,QC3395,CA2024
QC 3402,45398,Northern California,H,211.9,0.768333333333333,6583333.33333333,8563333.33333333,3.70807453416149,5.11801242236025,1.24551510233204,0.815123700227835,QC3402,2024-04-16,2024,CA,QC3402,CA2024
QC 3424,45412,Georgia,L,257.4,0.894333333333333,3833333.33333333,4296666.66666667,4.025,4.95,1.34964007190315,0.321444081962366,QC3424,2024-04-30,2024,GA,QC3424,GA2024
QC 3425,45412,Georgia,L,232.9,0.896666666666667,4643333.33333333,5163333.33333333,3.7375,5.0375,1.27836725945069,0.454559679277962,QC3425,2024-04-30,2024,GA,QC3425,GA2024
QC 3465,45441,Northern California,N,170.1,0.728,6976666.66666667,9710000,3.95121951219512,5.04390243902439,1.33913810573051,0.7436537803021,QC3465,2024-05-29,2024,CA,QC3465,CA2024
QC 3466,45441,Northern California,N,167.9,0.489,3690000,7530000,3.91219512195122,4.65365853658537,1.1827434231419,0.837049257989009,QC3466,2024-05-29,2024,CA,QC3466,CA2024
QC 3486,45447,Michigan,M,168.1,0.73125,2447500,3357500,3.62962962962963,4.64197530864198,1.16017788464448,0.395430294447775,QC3486,2024-06-04,2024,MI,QC3486,MI2024
QC 3487,45447,Michigan,M,230,0.919,7393333.33333333,8023333.33333333,3.80864197530864,5.07407407407407,1.25929528208519,0.738923998252126,QC3487,2024-06-04,2024,MI,QC3487,MI2024
QC 3566,45461,Northern California,O,194,0.862666666666667,9226666.66666667,10630000,3.93827160493827,5.37037037037037,1.42283267348871,0.678733742876762,QC3566,2024-06-18,2024,CA,QC3566,CA2024
QC 3567,45461,Northern California,O,202,0.825333333333333,5840000,7063333.33333333,3.85802469135802,4.83333333333333,1.29507826816045,0.598066283402042,QC3567,2024-06-18,2024,CA,QC3567,CA2024
QC 3568,45461,Northern California,O,197,0.912333333333333,6933333.33333333,7523333.33333333,3.91358024691358,4.83950617283951,NA,NA,QC3568,2024-06-18,2024,CA,QC3568,CA2024
QC 3569,45461,Northern California,O,182,0.929,5450000,5866666.66666667,3.80246913580247,4.88888888888889,1.20282139970931,0.620034191999365,QC3569,2024-06-18,2024,CA,QC3569,CA2024
QC 3570,45461,Northern California,O,172,0.903666666666667,4836666.66666667,5330000,3.7037037037037,4.80864197530864,1.15716312540929,0.63266107713974,QC3570,2024-06-18,2024,CA,QC3570,CA2024
QC 3571,45461,Northern California,O,179,0.908,5543333.33333333,6113333.33333333,3.87654320987654,4.91975308641975,1.28365838164921,0.531566200679404,QC3571,2024-06-18,2024,CA,NA,CA2024
QC 3572,45461,Northern California,O,186,0.921333333333333,8443333.33333333,9140000,3.7962962962963,4.87037037037037,1.35784121121026,0.671470447959317,QC3572,2024-06-18,2024,CA,QC3572,CA2024
QC 3576,45461,Northern California,O,145,0.84,3846666.66666667,4543333.33333333,3.61728395061728,4.54320987654321,1.12951797849193,0.579859560520387,QC3576,2024-06-18,2024,CA,QC3576,CA2024
QC 3583,45461,Northern California,O,207,0.005,30733.3333333333,5606666.66666667,3.74691358024691,5.04320987654321,1.31800770291292,0.450379439645579,QC3583,2024-06-18,2024,CA,QC3583,CA2024
QC 3586,45461,Northern California,O,183,0.843333333333333,4133333.33333333,4870000,3.7283950617284,4.87037037037037,1.23189421839482,0.479111257157215,QC3586,2024-06-18,2024,CA,QC3586,CA2024
QC 3587,45461,Northern California,O,186,0.831666666666667,2780000,3380000,3.83950617283951,4.80246913580247,1.16701576362734,0.391123758800206,QC3587,2024-06-18,2024,CA,QC3587,CA2024
QC 3592,45461,Northern California,O,185,0.913,5786666.66666667,6296666.66666667,4.03086419753086,5.14814814814815,1.3486813405886,0.4720742601421,QC3592,2024-06-18,2024,CA,QC3592,CA2024
QC 3608,45461,Northern California,O,183.6,0.843,5326666.66666667,6323333.33333333,3.63636363636364,4.67272727272727,1.16987095639805,0.726373285696236,QC3608,2024-06-18,2024,CA,QC3608,CA2024
QC 3686,45524,Georgia,B,240.1,0.870333333333333,11926666.6666667,13700000,3.92546583850932,4.85093167701863,1.26403140429338,1.24759791467406,QC3686,2024-08-20,2024,GA,QC3686,GA2024
QC 3692,45524,Georgia,B,219.8,0.773,6973333.33333333,8956666.66666667,4.11180124223603,5.11180124223603,1.26750458429574,0.808957042633337,QC3692,2024-08-20,2024,GA,QC3692,GA2024
QC 3693,45524,Georgia,B,225.1,0.496666666666667,4806666.66666667,9563333.33333333,3.99378881987578,4.86335403726708,1.31999419462709,0.764752481419246,QC3693,2024-08-20,2024,GA,QC3693,GA2024
QC 3698,45524,Georgia,B,238.1,0.822333333333333,6766666.66666667,8180000,3.85093167701863,4.72049689440994,1.22647907003055,0.815456022416575,QC3698,2024-08-20,2024,GA,QC3698,GA2024
QC 3699,45524,Georgia,B,270.2,0.39,1111000,2873333.33333333,4.12422360248447,5.2111801242236,1.47832577007119,0.163569841647889,QC3699,2024-08-20,2024,GA,QC3699,GA2024
QC 3731,45531,Georgia,B,212.8,0.716,8460000,11850000,4.01875,4.9375,1.34964007190315,0.8865273168163,QC3731,2024-08-27,2024,GA,QC3731,GA2024
QC 3732,45531,Georgia,B,220.1,0.504666666666667,3460000,6820000,4.075,4.96875,1.45009825518202,0.411357812198699,QC3732,2024-08-27,2024,GA,QC3732,GA2024
QC 3751,45539,Georgia,B,222,0.806333333333333,7726666.66666667,9573333.33333333,3.91925465838509,4.86335403726708,1.30761891742874,0.787494013317257,QC3751,2024-09-04,2024,GA,QC3751,GA2024
QC 3754,45539,Georgia,B,250.8,0.836666666666667,14233333.3333333,1.7e+07,3.90062111801242,5.01863354037267,1.31980812008401,1.36001656507919,QC3754,2024-09-04,2024,GA,QC3754,GA2024
QC 3766,45539,Georgia,B,207.5,0.732666666666667,3066666.66666667,4180000,3.85093167701863,4.64596273291926,1.19250708493767,0.453336870991244,QC3766,2024-09-04,2024,GA,QC3766,GA2024
QC 3773,45539,Georgia,B,223.5,0.925333333333333,13600000,14666666.6666667,3.87577639751553,4.98136645962733,1.38205656798376,1.02183701139046,QC3773,2024-09-04,2024,GA,QC3773,GA2024
QC 3789,45539,Georgia,B,233.6,0.638,4843333.33333333,7573333.33333333,3.85093167701863,4.94409937888199,1.32604592460454,0.597363993560952,QC3789,2024-09-04,2024,GA,QC3789,GA2024
QC 3459,45441,Unknown,TT,176.6,0.727,2420000,3420000,3.63,4.56,1.18,0.38,QC3459,2024-05-29,2024,USA,QC3459,USA2024
QC 0381,2017-02-01T00:00:00Z,NCA,NA,238.2,0.866,3393854,3919000,4.075,5.05,1.28754043,NA,QC0381,2017-02-01,2017,CA,QC0381,CA2017
QC 0382,2017-02-01T00:00:00Z,NCA,NA,209.7,0.76033333,3911661.56,5144666.67,3.812,4.955,1.30309564,NA,QC0382,2017-02-01,2017,CA,QC0382,CA2017
QC 0383,2017-02-01T00:00:00Z,NCA,NA,220.6,0.95633333,4757120.78,4974333.33,3.958,5.184,1.41013399,NA,QC0383,2017-02-01,2017,CA,NA,CA2017
QC 0385,2017-02-01T00:00:00Z,NCA,NA,213.1,0.92266667,3026039.11,3279666.67,3.958,4.963,1.37840752,NA,QC0385,2017-02-01,2017,CA,QC0385,CA2017
QC 0388,2017-02-01T00:00:00Z,NCA,NA,202.3,0.70733333,3671060,5190000,3.882,4.963,1.25689204,NA,QC0388,2017-02-01,2017,CA,QC0388,CA2017
QC 0389,2017-02-01T00:00:00Z,NCA,NA,205.6,0.75133333,2023841.56,2693666.67,3.882,4.988,1.37856153,NA,QC0389,2017-02-01,2017,CA,QC389B,CA2017
QC 0440,2017-03-20T00:00:00Z,NC,NA,223,0.92833333,3743349.44,4032333.33,3.82681564,5.15363128,1.22909992,NA,QC0440,2017-03-20,2017,NC,QC0440,NC2017
QC 0442,2017-03-20T00:00:00Z,NC,NA,191.4,0.904,3778358.4,4179600,3.65083799,4.63128492,1.17191467,NA,QC0442,2017-03-20,2017,NC,QC0442,NC2017
QC 0444,2017-03-20T00:00:00Z,NC,NA,200.1,0.86833333,3945967.17,4544300,3.76256983,4.84916201,1.2010711,NA,QC0444,2017-03-20,2017,NC,QC0444,NC2017
QC 0449,2017-03-20T00:00:00Z,USA,NA,209.3,0.883,5074306.67,5746666.67,3.97206704,5.04189944,1.28911553,NA,QC0449,2017-03-20,2017,USA,QC0449,USA2017
QC 0451,2017-03-20T00:00:00Z,USA,NA,198.7,0.929,2595579.55,2793950,3.7122905,4.91340782,1.18988512,NA,QC0451,2017-03-20,2017,USA,QC0451,USA2017
QC 0453,2017-03-20T00:00:00Z,USA,NA,196.8,0.87633333,6022162.67,6872000,3.84357542,5.12011173,1.26818323,NA,QC0453,2017-03-20,2017,USA,QC0453,USA2017
QC 0455,2017-03-20T00:00:00Z,USA,NA,170.9,0.89133333,6707283.33,7525000,3.81564246,5.05027933,1.19701104,NA,QC0455,2017-03-20,2017,USA,QC0455,USA2017
QC 0468,2017-03-20T00:00:00Z,USA,NA,198.1,0.92333333,5130655.56,5556666.67,3.94413408,4.93854749,1.36882221,NA,QC0468,2017-03-20,2017,USA,QC0468,USA2017
QC 0472,2017-03-20T00:00:00Z,USA,NA,193.5,0.902,4753991,5270500,3.90223464,5.0027933,1.21370196,NA,QC0472,2017-03-20,2017,USA,QC0472,USA2017
QC 0474,2017-03-20T00:00:00Z,USA,NA,183.6,0.83933333,5252548,6258000,3.76815642,4.8603352,1.1955826,NA,QC0474,2017-03-20,2017,USA,QC0474,USA2017
QC 0476,2017-03-20T00:00:00Z,USA,NA,191.5,0,0,0,3.87430168,5.11452514,1.19468481,NA,QC0476,2017-03-20,2017,USA,QC0476,USA2017
QC 0479,2017-03-20T00:00:00Z,USA,NA,186.3,0.86233333,4909263.67,5693000,3.80726257,4.96927374,1.16189792,NA,QC0479,2017-03-20,2017,USA,QC0479,USA2017
QC 0591,2017-06-02T00:00:00Z,MN,NA,203.7,0.83266667,2341625.2,2812200,3.66759777,4.83519553,1.26955346,NA,QC0591,2017-06-02,2017,MN,QC0591,MN2017
QC 0593,2017-06-02T00:00:00Z,MN,NA,197.4,0.598,5023180.07,8399966.67,3.93296089,5.0726257,1.45769424,NA,QC0593,2017-06-02,2017,MN,QC0593,MN2017
QC 0594,2017-06-02T00:00:00Z,MN,NA,268.2,0.80766667,5411635.89,6700333.33,3.73743017,5.02513966,1.25670922,NA,QC0594,2017-06-02,2017,MN,QC0594,MN2017
QC 0595,2017-06-02T00:00:00Z,MN,NA,246.6,0.569,2727406.67,4793333.33,3.91061453,5.05586592,1.3408244,NA,QC0595,2017-06-02,2017,MN,QC0595,MN2017
QC 0631,2017-06-27T16:31:20Z,GA,NA,214.5,0.83566667,4373333.33,5242666.67,3.64285714,4.6510989,1.13878076,NA,QC0631,2017-06-27,2017,GA,QC0631,GA2017
QC 0633,2017-06-27T16:36:00Z,GA,NA,240.3,0.65133333,5833333.33,10183333.3,3.83516484,4.89285714,1.18113515,NA,QC0633,2017-06-27,2017,GA,QC0633,GA2017
QC 0636,2017-06-27T16:46:00Z,GA,NA,220,0.66733333,4823333.33,7637000,3.68956044,4.85714286,1.17014935,NA,QC0636,2017-06-27,2017,GA,QC0636,GA2017
QC 0637,2017-06-27T16:49:00Z,GA,NA,184.2,0.86766667,3913333.33,4435333.33,3.71153846,4.53571429,1.17442427,NA,QC0637,2017-06-27,2017,GA,QC0637,GA2017
QC 0639,2017-06-27T16:54:00Z,GA,NA,191.6,0.73366667,3973333.33,5379333.33,3.8956044,4.62362637,1.09739725,NA,QC0639,2017-06-27,2017,GA,QC0639,GA2017
QC 0641,2017-06-27T16:59:00Z,GA,NA,211.1,0.74833333,6990000,9220000,3.83791209,5.01373626,1.29244194,NA,QC0641,2017-06-27,2017,GA,QC0641,GA2017
QC 0643,2017-06-27T17:04:00Z,GA,NA,224.4,0.791,4863333.33,6077333.33,3.78021978,5.00274725,1.14773262,NA,QC0643,2017-06-27,2017,GA,QC0643,GA2017
QC 0644,2017-06-27T17:07:20Z,GA,NA,209.9,0.83766667,6053333.33,7266333.33,3.72802198,4.89835165,1.21904633,NA,QC0644,2017-06-27,2017,GA,QC0644,GA2017
QC 0645,2017-06-27T17:10:40Z,GA,NA,219.4,0.84566667,5953333.33,7062000,4.08791209,4.73901099,1.22541486,NA,QC0645,2017-06-27,2017,GA,QC0645,GA2017
QC 0649,2017-06-27T17:20:40Z,GA,NA,208.4,0.85766667,8766666.67,10276666.7,3.91758242,4.96703297,1.26913035,NA,QC0649,2017-06-27,2017,GA,QC0649,GA2017
QC 0650,2017-06-27T17:23:00Z,GA,NA,208.5,0.89166667,8386666.67,9433333.33,3.68131868,4.72252747,1.27316729,NA,QC0650,2017-06-27,2017,GA,QC0650,GA2017
QC 0652,2017-06-27T17:27:40Z,GA,NA,240.4,0.92166667,9720000,10498333.3,3.84615385,4.87912088,1.25824076,NA,QC0652,2017-06-27,2017,GA,QC0652,GA2017
QC 0653,2017-06-27T17:29:40Z,GA,NA,224.6,0.84766667,3200000,3767333.33,3.93406593,4.91208791,1.23657024,NA,QC0653,2017-06-27,2017,GA,QC0653,GA2017
QC 0655,2017-06-27T17:34:20Z,GA,NA,219.9,0.82933333,6656666.67,8003333.33,3.82417582,4.92857143,1.25411747,NA,QC0655,2017-06-27,2017,GA,QC0655,GA2017
QC 0657,2017-06-27T17:38:40Z,GA,NA,213.1,0.83433333,7550000,8986666.67,3.82692308,4.90659341,1.27457041,NA,QC0657,2017-06-27,2017,GA,QC0657,GA2017
QC 0660,2017-06-27T17:46:00Z,GA,NA,230.2,0.91233333,7266666.67,7987000,3.72802198,4.65934066,1.20250212,NA,QC0660,2017-06-27,2017,GA,QC0660,GA2017
QC 0666,2017-07-11T15:20:00Z,GA,NA,243.4,0.90533333,8203333.33,9009666.67,3.92265193,4.83701657,1.222408,NA,QC0666,2017-07-11,2017,GA,QC0666,GA2017
QC 0667,2017-07-11T15:25:00Z,GA,NA,228.7,0.91666667,7633333.33,8334000,3.75690608,4.77624309,1.23197614,NA,QC0667,2017-07-11,2017,GA,QC0667,GA2017
QC 0668,2017-07-11T15:29:40Z,GA,NA,242.2,0.89266667,9753333.33,10978000,3.88674033,4.91160221,1.24717064,NA,QC0668,2017-07-11,2017,GA,QC0668,GA2017
QC 0670,2017-07-11T15:35:20Z,GA,NA,249.7,0.85933333,5066666.67,5783666.67,3.97237569,4.89226519,1.2057057,NA,QC0670,2017-07-11,2017,GA,QC0670,GA2017
QC 0674,2017-07-11T15:51:00Z,GA,NA,239.2,0.85566667,6850000,8030666.67,3.83149171,4.87292818,1.222408,NA,QC0674,2017-07-11,2017,GA,QC0674,GA2017
QC 0675,2017-07-11T15:55:20Z,GA,NA,262.1,0.911,8956666.67,9794333.33,4,5.08287293,1.22925224,NA,QC0675,2017-07-11,2017,GA,QC0675,GA2017
QC 0677,2017-07-12T11:16:00Z,GA,NA,243.4,0.915,6066666.67,6621666.67,3.81643836,5.00821918,1.22865587,NA,QC0677,2017-07-12,2017,GA,QC0677,GA2017
QC 0679,2017-07-12T11:23:00Z,GA,NA,244.8,0.894,8370000,9341333.33,3.74794521,4.92328767,1.1644593,NA,QC0679,2017-07-12,2017,GA,QC0679,GA2017
QC 0680,2017-07-12T11:26:40Z,GA,NA,216.7,0.91333333,6550000,7266666.67,3.67671233,4.77808219,1.14171221,NA,QC0680,2017-07-12,2017,GA,QC0680,GA2017
QC 0681,2017-07-12T11:29:00Z,GA,NA,228.7,0.85933333,4153333.33,4900000,3.83835616,4.70136986,1.26020098,NA,QC0681,2017-07-12,2017,GA,QC0681,GA2017
QC 0682,2017-07-12T11:32:00Z,GA,NA,235.4,0.88533333,5463333.33,6136000,3.92876712,5.00821918,1.15889789,NA,QC0682,2017-07-12,2017,GA,QC0682,GA2017
QC 0684,2017-07-12T11:38:00Z,GA,NA,235.7,0.89666667,6263333.33,6994000,3.80273973,5.00547945,1.16648474,NA,QC0684,2017-07-12,2017,GA,QC0684,GA2017
QC 0685,2017-07-12T11:42:00Z,GA,NA,227.8,0.76633333,3890000,4994333.33,3.77808219,4.8739726,1.17811415,NA,QC0685,2017-07-12,2017,GA,QC0685,GA2017
QC 0726,2017-08-02T13:25:00Z,GA,NA,181.5,0.855,5450000,6395666.67,4.91689751,3.86703601,1.31837662,NA,QC0726,2017-08-02,2017,GA,QC0726,GA2017
QC 0733,2017-08-02T13:14:00Z,GA,NA,230.4,0.821,6813333.33,8293333.33,3.69806094,4.87811634,1.28788111,NA,QC0733,2017-08-02,2017,GA,QC0733,GA2017
QC 0736,2017-08-15T14:04:00Z,USA,NA,170.9,0.819,4676666.67,5707666.67,3.42228739,4.46041056,1.21846009,NA,QC0736,2017-08-15,2017,USA,QC0736,USA2017
QC 0737,2017-08-15T14:06:40Z,USA,NA,197.6,0.82566667,5980000,7236000,3.71847507,4.8914956,1.2623244,NA,QC0737,2017-08-15,2017,USA,QC0737,USA2017
QC 0738,2017-08-15T14:11:00Z,USA,NA,172.1,0.72333333,4156666.67,5623000,3.69794721,4.47214076,1.20515938,NA,QC0738,2017-08-15,2017,USA,QC0738,USA2017
QC 0739,2017-08-15T14:13:40Z,USA,NA,180.2,0.64366667,274333.333,424600,3.7888563,4.72140762,1.23141711,NA,QC0739,2017-08-15,2017,USA,QC0739,USA2017
QC 0741,2017-08-15T14:20:00Z,USA,NA,199.2,0.606,3026666.67,4960000,3.63929619,4.83577713,1.24916643,NA,QC0741,2017-08-15,2017,USA,QC0741,USA2017
QC 0746,2017-08-15T14:36:20Z,USA,NA,198.9,0.68066667,4880000,7063333.33,3.86510264,5.1085044,1.28872162,NA,QC0746,2017-08-15,2017,USA,QC0746,USA2017
QC 0753,2017-08-15T14:58:00Z,USA,NA,187.4,0.78266667,5766666.67,7441000,3.63049853,4.83284457,1.18747614,NA,QC0753,2017-08-15,2017,USA,QC0753,USA2017
QC 0754,2017-08-16T15:55:40Z,USA,NA,199.5,0.81033333,4333333.33,5351666.67,3.8356546,4.93314763,1.28278475,NA,QC0754,2017-08-16,2017,USA,QC0754,USA2017
QC 0755,2017-08-16T16:00:00Z,USA,NA,152.1,0.812,2500000,3069666.67,3.57103064,4.44011142,1.14908351,NA,QC0755,2017-08-16,2017,USA,QC0755,USA2017
QC 0757,2017-08-16T16:06:00Z,USA,NA,194,0.78566667,4096666.67,5266000,3.77994429,4.78830084,1.2603078,NA,QC0757,2017-08-16,2017,USA,QC0757,USA2017
QC 0758,2017-08-16T16:08:20Z,USA,NA,168.8,0.77333333,3096666.67,3993666.67,3.63788301,4.63788301,1.24205249,NA,QC0758,2017-08-16,2017,USA,QC0758,USA2017
QC 0762,2017-08-16T16:19:00Z,USA,NA,190.4,0.852,4696666.67,5341000,3.77994429,5.05013928,1.40784999,NA,QC0762,2017-08-16,2017,USA,QC0762,USA2017
QC 0763,2017-08-16T14:25:00Z,USA,NA,196.5,0.68933333,1583333.33,2303000,3.79387187,4.89972145,1.29505594,NA,QC0763,2017-08-16,2017,USA,QC0763,USA2017
QC 0765,2017-08-16T16:25:20Z,USA,NA,204.5,0.92866667,8480000,9122333.33,3.84679666,4.97771588,1.2491905,NA,QC0765,2017-08-16,2017,USA,QC0765,USA2017
QC 0769,2017-08-16T16:36:20Z,USA,NA,202.3,0.89433333,10156666.7,11380333.3,3.84958217,4.89972145,1.24930122,NA,QC0769,2017-08-16,2017,USA,QC0769,USA2017
QC 0772,2017-08-16T16:44:40Z,USA,NA,226.5,0.90266667,8476666.67,9370666.67,3.67688022,4.94150418,1.21578123,NA,QC0772,2017-08-16,2017,USA,QC0772,USA2017
QC 0774,2017-08-16T16:50:00Z,USA,NA,202.5,0.85266667,6276666.67,7370666.67,3.7632312,5.05571031,1.29456763,NA,QC0774,2017-08-16,2017,USA,QC0774,USA2017
QC 0778,2017-08-16T17:02:00Z,USA,NA,163.8,0.907,6396666.67,7041000,3.57660167,4.71030641,1.21129157,NA,QC0778,2017-08-16,2017,USA,QC0778,USA2017
QC 0779,2017-08-16T17:05:00Z,USA,NA,190.7,0.88766667,9846666.67,11099000,3.7632312,4.8189415,1.34231356,NA,QC0779,2017-08-16,2017,USA,QC0779,USA2017
QC 0785,2017-08-17T11:15:00Z,USA,NA,187.6,0.91433333,3896666.67,4256333.33,3.84444444,4.85,1.34712639,NA,QC0785,2017-08-17,2017,USA,QC0785,USA2017
QC 0788,2017-08-17T11:31:00Z,USA,NA,178.3,0.70566667,4413333.33,6256666.67,3.76111111,4.75833333,1.16662778,NA,QC0788,2017-08-17,2017,USA,QC0788,USA2017
QC 0790,2017-08-17T11:40:20Z,USA,NA,201.2,0.871,4936666.67,5652000,3.84444444,4.83888889,1.24968901,NA,QC0790,2017-08-17,2017,USA,QC0790,USA2017
